posX	posY
701.625	399.8515625
703.125	398.3125
704.625	397.1484375
706.125	396.359375
707.625	395.9453125
709.125	395.90625
710.625	396.2421875
712.125	396.953125
713.625	398.0390625
715.125	399.5
716.625	401.3359375
718.125	403.546875
719.625	406.1328125
721.125	409.09375
722.625	412.4296875
723.125	416.140625
722.125	416.140625
722.125	416.140625
722.1875	416.515625
722.25	417.265625
722.375	418.390625
722.5	419.890625
722.6875	421.765625
722.875	424.015625
722.125	426.640625
722.125	429.640625
722.1875	432.015625
722.25	432.015625
722.375	432.015625
722.5	432.015625
722.6875	432.015625
722.9375	432.015625
722.1875	432.015625
722.1875	432.015625
722.25	432.015625
722.3125	432.015625
722.4375	432.015625
722.625	432.015625
722.8125	432.015625
722.0625	432.015625
722.0625	432.015625
722.0625	432.015625
722.125	432.015625
722.25	432.015625
722.375	432.015625
722.5625	432.015625
722.75	428
722	424.125
722	420.375
722.0625	416.75
722.125	413.25
722.25	409.875
722.375	406.625
722.5625	403.5
722.8125	400.5
722.0625	397.625
722.0625	394.875
722.125	392.25
722.1875	389.75
722.3125	387.375
722.4375	385.125
722.625	383
722.875	381
722.125	379.125
722.125	377.375
722.1875	375.75
722.25	374.25
722.375	372.875
722.5625	371.625
722.75	370.5
723	369.5
723.25	368.625
723.5625	367.875
723.9375	367.25
724.3125	366.75
724.75	366.375
725.1875	366.125
725.6875	366
726.25	366
726.8125	366.4375
727.4375	367.3125
728.0625	368.625
728.75	368.625
729.5	368.625
730.25	368.625
731.0625	368.625
731.875	368.625
732.75	368.625
733.6875	368.625
734.625	368.625
735.625	368.625
736.625	368.625
737.6875	368.625
738.75	368.625
739.875	368.625
741.0625	368.625
742.25	368.625
743.5	368.625
744.75	368.625
746.0625	368.625
747.4375	368.625
748.8125	368.625
750.25	368.625
751.6875	364
753.1875	360.1171875
754.6875	356.3515625
756.1875	352.703125
757.6875	349.171875
759.1875	345.7578125
760.6875	342.4609375
762.1875	339.28125
763.6875	336.21875
765.1875	333.2734375
766.6875	330.4453125
768.1875	327.734375
769.6875	325.140625
771.1875	322.6640625
772.6875	320.3046875
774.1875	318.0625
775.6875	315.9375
777.1875	313.9296875
778.6875	312.0390625
780.1875	310.265625
781.6875	308.609375
783.1875	307.0703125
784.6875	305.6484375
786.1875	304.6015625
787.6875	303.9296875
789.1875	303.6328125
790.6875	303.7109375
792.1875	304.1640625
793.6875	304.9921875
795.1875	306.1953125
796.6875	307.7734375
798.1875	309.7265625
799.6875	312.0546875
801.1875	314.7578125
802.6875	317.8359375
804.1875	321.2890625
805.6875	325.1171875
807.1875	329.3203125
808.6875	333.3203125
810.1875	337.6953125
811.6875	341.6953125
813.1875	346.0703125
814.6875	350.0703125
816.1875	354.4453125
817.6875	358.4453125
819.1875	362.8203125
820.6875	366.8203125
822.1875	371.1953125
823.6875	375.1953125
825.1875	379.5703125
826.6875	383.5703125
828.1875	387.9453125
829.6875	391.9453125
831.1875	396.3203125
832.6875	400.3203125
834.1875	404.6953125
835.6875	408.6953125
837.1875	413.0703125
838.6875	417.0703125
840.1875	421.4453125
841.6875	425.4453125
843.1875	429.8203125
844.6875	432.8203125
846.125	432.8203125
847.5	432.8203125
848.875	432.8203125
850.1875	432.8203125
851.5	432.8203125
852.75	432.8203125
853.9375	432.8203125
855.125	432.8203125
856.25	432.8203125
857.375	432.8203125
858.4375	432.8203125
859.4375	432.8203125
860.4375	432.8203125
861.375	432.8203125
862.375	432.8203125
863.375	432.8203125
864.4375	432.8203125
865.5625	432.8203125
866.6875	432.8203125
867.875	432.8203125
869.0625	432.8203125
870.3125	432.8203125
871.625	432.8203125
872.9375	432.8203125
874.3125	432.8203125
875.6875	432.8203125
877.125	428
878.625	424.1171875
880.125	420.3515625
881.625	416.703125
883.125	413.171875
884.625	409.7578125
886.125	406.4609375
887.625	403.28125
889.125	400.21875
890.625	397.2734375
892.125	394.4453125
893.625	391.734375
895.125	389.140625
896.625	386.6640625
898.125	384.3046875
898.625	382.0625
898.625	379.9375
898.625	377.9296875
898.6875	376.0390625
898.8125	374.265625
898.9375	372.609375
899.125	371.0703125
899.3125	369.6484375
899.5625	368.34375
899.875	367.15625
900.1875	366.0859375
900.5625	365.1328125
900.9375	364.296875
901.375	363.578125
901.875	362.9765625
902.375	362.4921875
902.9375	362.125
903.5	361.875
904.125	361.7421875
904.8125	361.7265625
905.5	361.828125
906.25	362.3046875
907	363.15625
907.8125	364.3828125
908.6875	365.984375
909.5625	367.9609375
910.5	368.3125
911.4375	368.3125
912.4375	368.3125
913.5	368.3125
914.5625	368.3125
915.6875	368.3125
916.8125	368.3125
918	368.3125
919.1875	368.3125
920.4375	368.3125
921.75	368.3125
923.0625	368.3125
924.4375	368.3125
925.8125	368.3125
927.25	368.3125
928.75	368.3125
930.25	368.3125
931.75	368.3125
933.25	368.3125
934.75	368.3125
936.25	368.3125
937.75	368.3125
939.25	368.3125
940.75	368.3125
942.25	368.3125
943.75	368.3125
945.25	368.6875
946.75	369.4375
948.25	370.5625
949.75	372.0625
951.25	373.9375
952.75	376.1875
954.25	378.8125
955.75	381.8125
957.25	385.1875
958.75	388.9375
960.25	393.0625
961.75	397.0625
963.25	401.4375
964.75	405.4375
966.25	409.8125
967.75	413.8125
969.25	418.1875
970.75	422.1875
972.25	426.5625
973.75	430.5625
975.25	432.9375
976.75	432.9375
978.25	432.9375
979.75	432.9375
981.25	432.9375
982.75	432.9375
984.25	432.9375
985.75	432.9375
987.25	432.9375
988.75	432.9375
990.25	432.9375
991.75	432.9375
993.25	432.9375
994.75	432.9375
996.25	432.9375
997.75	432.9375
999.25	432.9375
1000.75	432.9375
1002.25	432.9375
1003.75	432.9375
1005.25	432.9375
1006.75	432.9375
1008.25	432.9375
1009.75	432.9375
1011.25	432.9375
1012.75	432.9375
1014.25	432.9375
1015.75	432.9375
1017.25	432.9375
1018.75	432.9375
1020.25	432.9375
1021.75	432.9375
1023.25	432.9375
1024.75	432.9375
1026.25	432.9375
1027.75	432.9375
1029.25	432.9375
1030.75	432.9375
1032.25	432.9375
1033.75	432.9375
1035.25	432.9375
1036.75	432.9375
1038.25	432.9375
1039.75	432.9375
1041.25	432.9375
1042.75	432.9375
1044.25	432.9375
1045.75	432.9375
1047.25	432.9375
1048.75	432.9375
1050.25	432.9375
1051.75	432.9375
1053.25	432.9375
1054.75	432.9375
1056.25	432.9375
1057.75	432.9375
1059.25	432.9375
1060.75	432.9375
1062.25	432.9375
1063.75	432.9375
1065.25	432.9375
1066.75	432.9375
1068.25	432.9375
1069.75	432.9375
1071.25	432.9375
1072.75	432.9375
1074.25	432.9375
1075.75	432.9375
1077.25	432.9375
1078.75	432.9375
1080.25	432.9375
1081.75	432.9375
1083.25	432.9375
1084.75	432.9375
1086.25	432.9375
1087.75	432.9375
1089.25	428
1090.75	424.1171875
1092.25	420.3515625
1093.75	416.703125
1095.25	413.171875
1096.75	409.7578125
1098.25	406.4609375
1099.75	403.28125
1101.25	400.21875
1102.75	397.2734375
1104.25	394.4453125
1105.75	391.734375
1107.25	389.140625
1108.75	386.6640625
1110.25	384.3046875
1111.75	382.0625
1113.25	379.9375
1114.75	377.9296875
1116.25	376.0390625
1117.75	374.265625
1119.25	372.609375
1120.75	371.0703125
1122.25	369.6484375
1123.75	368.34375
1125.25	367.15625
1126.75	366.0859375
1128.25	365.1328125
1129.75	364.296875
1131.25	363.578125
1132.75	362.9765625
1134.25	362.4921875
1135.75	362.125
1137.25	361.875
1138.75	361.7421875
1140.25	361.7265625
1141.75	361.828125
1143.25	362.3046875
1144.75	363.15625
1146.25	364.3828125
1147.75	365.984375
1149.25	367.9609375
1150.75	370.3125
1152.25	373.0390625
1153.75	376.140625
1155.25	379.6171875
1156.75	383.46875
1158.25	387.6953125
1159.75	391.6953125
1161.25	396.0703125
1162.75	400.0703125
1164.25	404.4453125
1165.75	408.4453125
1167.25	412.8203125
1168.75	416.8203125
1170.25	421.1953125
1171.75	425.1953125
1173.25	429.5703125
1174.75	432.5703125
1176.25	432.5703125
1177.75	432.5703125
1179.25	432.5703125
1180.75	432.5703125
1182.25	432.5703125
1183.75	432.5703125
1185.25	432.5703125
1186.75	432.5703125
1188.25	432.5703125
1189.75	432.5703125
1191.25	432.5703125
1192.75	432.5703125
1194.25	432.5703125
1195.75	432.5703125
1197.25	432.5703125
1198.75	432.5703125
1200.25	432.5703125
1201.75	432.5703125
1203.25	432.5703125
1204.75	432.5703125
1206.25	432.5703125
1207.75	432.5703125
1209.25	432.5703125
1210.75	432.5703125
1212.25	432.5703125
1213.75	432.5703125
1215.25	432.5703125
1216.75	432.5703125
1218.25	432.5703125
1219.75	432.5703125
1221.25	432.5703125
1222.75	432.5703125
1224.25	432.5703125
1225.75	432.5703125
1227.25	432.5703125
1228.75	432.5703125
1230.25	432.5703125
1231.75	428
1233.25	424.1171875
1234.75	420.3515625
1236.25	416.703125
1237.75	413.171875
1239.25	409.7578125
1240.75	408.4609375
1242.25	410.28125
1243.75	412.4765625
1245.25	415.046875
1246.75	417.9921875
1248.25	421.3125
1249.75	425.0078125
1251.25	429.078125
1252.75	432.5234375
1254.1875	432.5234375
1255.625	432.5234375
1257	432.5234375
1258.375	432.5234375
1259.6875	432.5234375
1260.9375	432.5234375
1262.1875	432.5234375
1263.375	432.5234375
1264.5625	432.5234375
1265.6875	432.5234375
1266.75	432.5234375
1267.8125	432.5234375
1268.8125	432.5234375
1269.8125	432.5234375
1270.75	432.5234375
1271.625	432.5234375
1272.5	432.5234375
1273.3125	432.5234375
1274.125	432.5234375
1274.875	432.5234375
1275.5625	432.5234375
1276.25	432.5234375
1276.875	432.5234375
1277.5	432.5234375
1278.125	432.5234375
1278.8125	432.5234375
1279.5	432.5234375
1280.25	432.5234375
1281.0625	432.5234375
1281.875	432.5234375
1282.75	432.5234375
1283.625	432.5234375
1284.5625	432.5234375
1285.5625	432.5234375
1286.5625	432.5234375
1287.625	432.5234375
1288.6875	432.5234375
1289.8125	432.5234375
1291	432.5234375
1292.1875	432.5234375
1293.4375	432.5234375
1294.6875	432.5234375
1296	432.5234375
1297.375	432.5234375
1298.75	432.5234375
1300.1875	432.5234375
1301.625	432.5234375
1303.125	432.5234375
1304.625	432.5234375
1306.125	432.5234375
1307.625	432.5234375
1309.125	432.5234375
1310.625	432.5234375
1312.125	432.5234375
1313.625	432.5234375
1315.125	432.5234375
1316.625	432.5234375
1318.125	432.5234375
1319.625	432.5234375
1321.125	432.5234375
1322.625	432.5234375
1324.125	432.5234375
1325.625	432.5234375
1327.125	432.5234375
1328.625	432.5234375
1330.125	432.5234375
1331.625	432.5234375
1333.125	432.5234375
1334.625	432.5234375
1336.125	432.5234375
1337.625	432.5234375
1339.125	432.5234375
1340.625	432.5234375
1342.125	432.5234375
1343.625	432.5234375
1345.125	432.5234375
1346.625	432.5234375
1348.125	432.5234375
1349.625	432.5234375
1351.125	432.5234375
1352.625	432.5234375
1354.125	428
1355.625	424.1171875
1357.125	420.3515625
1358.625	416.703125
1360.125	413.171875
1361.625	409.7578125
1363.125	406.4609375
1364.625	403.28125
1366.125	400.21875
1367.625	397.2734375
1369.125	394.4453125
1370.625	391.734375
1372.125	389.140625
1373.625	386.6640625
1375.125	384.3046875
1376.625	382.0625
1378.125	379.9375
1379.625	377.9296875
1381.125	376.0390625
1382.625	374.265625
1384.125	372.609375
1385.625	371.0703125
1387.125	369.6484375
1388.625	368.34375
1390.125	367.15625
1391.625	366.0859375
1393.125	365.1328125
1394.625	364.296875
1396.125	363.578125
1397.625	362.9765625
1399.125	362.4921875
1400.625	362.125
1402.125	361.875
1403.625	361.7421875
1405.125	361.7265625
1406.625	361.828125
1408.125	362.3046875
1409.625	363.15625
1411.125	364.3828125
1412.625	365.984375
1414.125	367.9609375
1415.625	370.3125
1417.125	373.0390625
1418.625	376.140625
1420.125	379.6171875
1421.625	383.46875
1423.125	387.6953125
1424.625	391.6953125
1426.125	396.0703125
1427.625	400.0703125
1429.125	404.4453125
1430.625	408.4453125
1432.125	412.8203125
1433.625	416.8203125
1435.125	421.1953125
1436.625	425.1953125
1438.125	429.5703125
1439.625	432.5703125
1441.125	432.5703125
1442.625	432.5703125
1444.125	432.5703125
1445.625	432.5703125
1447.125	432.5703125
1448.625	432.5703125
1450.125	432.5703125
1451.625	432.5703125
1453.125	432.5703125
1454.625	432.5703125
1456.125	432.5703125
1457.625	432.5703125
1459.125	432.5703125
1460.625	432.5703125
1462.125	432.5703125
1463.625	432.5703125
1465.125	432.5703125
1466.625	432.5703125
1468.125	432.5703125
1469.625	432.5703125
1471.125	432.5703125
1472.625	432.5703125
1474.125	432.5703125
1475.625	432.5703125
1477.125	432.5703125
1478.625	432.5703125
1480.125	432.5703125
1481.625	432.5703125
1483.125	432.5703125
1484.625	432.5703125
1486.125	432.5703125
1487.625	432.5703125
1489.125	432.5703125
1490.625	432.5703125
1492.125	428
1493.625	424.1171875
1495.125	420.3515625
1496.625	416.703125
1498.125	413.171875
1499.625	409.7578125
1501.125	410.4609375
1502.625	411.5390625
1504.125	412.9921875
1505.625	414.8203125
1507.125	417.0234375
1508.625	419.6015625
1510.125	422.5546875
1511.625	418.8828125
1513.125	415.5859375
1514.625	412.6640625
1516.125	410.1171875
1517.625	407.9453125
1519.125	406.1484375
1520.625	404.7265625
1522.125	403.6796875
1523.625	403.0078125
1525.125	402.7109375
1526.625	402.7890625
1528.125	403.2421875
1529.625	404.0703125
1531.125	405.2734375
1532.625	406.8515625
1534.125	408.8046875
1535.625	411.1328125
1537.125	413.8359375
1538.625	416.9140625
1540.125	420.3671875
1541.625	424.1953125
1543.125	428.3984375
1544.625	424.3984375
1546.125	420.7734375
1547.625	417.5234375
1549.125	414.6484375
1550.625	412.1484375
1552.125	410.0234375
1553.625	408.2734375
1555.125	406.8984375
1556.625	405.8984375
1558.125	405.2734375
1559.625	405.0234375
1561.125	405.1484375
1562.625	405.6484375
1564.125	406.5234375
1565.625	407.7734375
1567.125	409.3984375
1568.625	411.3984375
1570.125	413.7734375
1571.625	416.5234375
1573.125	419.6484375
1574.625	423.1484375
1576.125	427.0234375
1577.625	431.2734375
1579.125	432.2734375
1580.625	432.2734375
1582.125	432.2734375
1583.625	432.2734375
1585.125	432.2734375
1586.625	432.2734375
1588.125	432.2734375
1589.625	432.2734375
1591.125	432.2734375
1592.625	432.2734375
1594.125	432.2734375
1595.625	432.2734375
1597.125	432.2734375
1598.625	432.2734375
1600.125	432.2734375
1601.625	432.2734375
1603.125	432.2734375
1604.625	432.2734375
1606.125	432.2734375
1607.625	432.2734375
1609.125	432.2734375
1610.625	432.2734375
1612.125	432.2734375
1613.625	432.2734375
1615.125	432.2734375
1616.625	432.2734375
1618.125	432.2734375
1619.625	432.2734375
1621.125	432.2734375
1622.625	432.2734375
1624.125	432.2734375
1625.625	432.2734375
1627.125	432.2734375
1628.625	432.2734375
1630.125	432.2734375
1631.625	428
1633.125	424.1171875
1634.625	420.3515625
1636.125	416.703125
1637.625	413.171875
1639.125	409.7578125
1640.625	406.4609375
1642.125	403.28125
1643.625	400.21875
1645.125	397.2734375
1646.625	394.4453125
1648.125	391.734375
1649.625	389.3984375
1651.125	387.4375
1652.625	385.8515625
1654.125	384.640625
1655.625	383.8046875
1657.125	383.34375
1658.625	383.2578125
1660.125	383.546875
1661.625	384.2109375
1663.125	385.25
1664.625	386.6640625
1666.125	388.453125
1667.625	390.6171875
1669.125	393.15625
1670.625	396.0703125
1672.125	399.359375
1673.625	403.0234375
1675.125	407.0625
1676.625	411.4765625
1678.125	415.4765625
1679.625	419.8515625
1681.125	423.8515625
1682.625	428.2265625
1684.125	432.2265625
1685.625	432.2265625
1687.0625	432.2265625
1688.4375	432.2265625
1689.8125	432.2265625
1691.125	432.2265625
1692.4375	432.2265625
1693.6875	432.2265625
1694.875	432.2265625
1696.0625	432.2265625
1697.1875	432.2265625
1698.3125	432.2265625
1699.375	432.2265625
1700.375	432.2265625
1701.375	432.2265625
1702.3125	432.2265625
1703.25	432.2265625
1704.125	432.2265625
1704.9375	432.2265625
1705.75	432.2265625
